train_loss,epoch,step,val_loss,test_loss
0.11294057965278625,1,3199,,
0.3895270526409149,1,3249,,
0.5298677086830139,1,3299,,
0.5966654419898987,1,3349,,
0.5591870546340942,1,3399,,
0.5891231894493103,1,3449,,
0.6436248421669006,1,3499,,
0.4246358871459961,1,3549,,
0.552716076374054,1,3599,,
0.5698865056037903,1,3649,,
0.4669589698314667,1,3699,,
0.32971611618995667,1,3749,,
0.6639780402183533,1,3799,,
0.2018367201089859,1,3849,,
0.24176405370235443,1,3899,,
0.04199974238872528,1,3949,,
0.18360400199890137,1,3999,,
0.5274665951728821,1,4049,,
0.1029328778386116,1,4099,,
0.28585317730903625,1,4149,,
0.7093310356140137,1,4199,,
0.5413077473640442,1,4249,,
0.4305810034275055,1,4299,,
0.25530681014060974,1,4349,,
0.5162217020988464,1,4399,,
0.5712043642997742,1,4449,,
0.5593938231468201,1,4499,,
0.50090092420578,1,4549,,
0.5483714938163757,1,4599,,
0.3938501179218292,1,4649,,
0.2620585858821869,1,4699,,
0.5389492511749268,1,4749,,
0.27980300784111023,1,4799,,
0.5240986347198486,1,4849,,
0.08385638147592545,1,4899,,
0.52670818567276,1,4949,,
0.4865485727787018,1,4999,,
0.5123608112335205,1,5049,,
0.5560591220855713,1,5099,,
0.736175537109375,1,5149,,
0.523704469203949,1,5199,,
0.36721518635749817,1,5249,,
0.28443899750709534,1,5299,,
0.5307161808013916,1,5349,,
0.6070031523704529,1,5399,,
0.5910913348197937,1,5449,,
0.1414937674999237,1,5499,,
0.140890434384346,1,5549,,
0.5115383267402649,1,5599,,
,1,5623,0.4010377824306488,
0.13945339620113373,2,5649,,
0.6078207492828369,2,5699,,
0.5187734961509705,2,5749,,
0.51310795545578,2,5799,,
0.10278288275003433,2,5849,,
0.16274666786193848,2,5899,,
0.5311993360519409,2,5949,,
0.6625068783760071,2,5999,,
0.5927370190620422,2,6049,,
0.13533003628253937,2,6099,,
0.10811024159193039,2,6149,,
0.5785673260688782,2,6199,,
0.15294861793518066,2,6249,,
0.5454118251800537,2,6299,,
0.09399694204330444,2,6349,,
0.5160297751426697,2,6399,,
0.5151464343070984,2,6449,,
0.35943129658699036,2,6499,,
0.8530041575431824,2,6549,,
0.038068488240242004,2,6599,,
0.5298773646354675,2,6649,,
0.13121972978115082,2,6699,,
0.6535201072692871,2,6749,,
0.6279948949813843,2,6799,,
0.5298547148704529,2,6849,,
0.11775954812765121,2,6899,,
0.08166930824518204,2,6949,,
0.17289407551288605,2,6999,,
0.5418800711631775,2,7049,,
0.49993789196014404,2,7099,,
0.03789934888482094,2,7149,,
0.43125292658805847,2,7199,,
0.5669428110122681,2,7249,,
0.5226538181304932,2,7299,,
0.12077631801366806,2,7349,,
0.09531597048044205,2,7399,,
0.08447405695915222,2,7449,,
0.05155966058373451,2,7499,,
0.02392633445560932,2,7549,,
0.49006548523902893,2,7599,,
0.017093690112233162,2,7649,,
0.03853897750377655,2,7699,,
0.5552470088005066,2,7749,,
0.1278613805770874,2,7799,,
0.03564181923866272,2,7849,,
0.0326155386865139,2,7899,,
1.1579710245132446,2,7949,,
0.5744557976722717,2,7999,,
0.06247636675834656,2,8049,,
0.15962328016757965,2,8099,,
0.08575025945901871,2,8149,,
0.06179186701774597,2,8199,,
0.1088099405169487,2,8249,,
0.025736087933182716,2,8299,,
0.0851752981543541,2,8349,,
0.09130021184682846,2,8399,,
,2,8435,0.32966190576553345,
0.024984493851661682,3,8449,,
0.04757745563983917,3,8499,,
0.019829044118523598,3,8549,,
0.5890820026397705,3,8599,,
0.05683061480522156,3,8649,,
0.09586649388074875,3,8699,,
0.5063132643699646,3,8749,,
0.5616254806518555,3,8799,,
0.5267099738121033,3,8849,,
0.059337615966796875,3,8899,,
0.5252071619033813,3,8949,,
0.019126078113913536,3,8999,,
0.044007692486047745,3,9049,,
0.06137755140662193,3,9099,,
0.5437880158424377,3,9149,,
0.4975984990596771,3,9199,,
0.4903413951396942,3,9249,,
0.5175184607505798,3,9299,,
0.04042329266667366,3,9349,,
0.5145662426948547,3,9399,,
0.5395274758338928,3,9449,,
0.2263529747724533,3,9499,,
0.025510000064969063,3,9549,,
0.08018491417169571,3,9599,,
0.5127124786376953,3,9649,,
0.06945926696062088,3,9699,,
0.09854552149772644,3,9749,,
0.050435870885849,3,9799,,
0.5435134172439575,3,9849,,
0.025785133242607117,3,9899,,
0.5816223621368408,3,9949,,
0.007485492620617151,3,9999,,
0.5772212743759155,3,10049,,
0.16263644397258759,3,10099,,
0.5132477879524231,3,10149,,
0.5171223878860474,3,10199,,
0.5130617618560791,3,10249,,
0.1587892472743988,3,10299,,
0.4899314343929291,3,10349,,
0.06153068318963051,3,10399,,
0.5088064074516296,3,10449,,
0.03545272350311279,3,10499,,
0.045181989669799805,3,10549,,
0.07772284001111984,3,10599,,
0.47214972972869873,3,10649,,
0.5525286793708801,3,10699,,
0.015544022433459759,3,10749,,
0.7065809369087219,3,10799,,
0.5753886103630066,3,10849,,
0.5272830128669739,3,10899,,
0.04979423061013222,3,10949,,
0.5510653853416443,3,10999,,
0.07545706629753113,3,11049,,
0.0560695119202137,3,11099,,
0.06391148269176483,3,11149,,
0.017699329182505608,3,11199,,
,3,11247,0.30943867564201355,
0.5562257170677185,4,11249,,
0.06389584392309189,4,11299,,
0.48927542567253113,4,11349,,
0.666442334651947,4,11399,,
0.5549922585487366,4,11449,,
0.02476590871810913,4,11499,,
0.6502290964126587,4,11549,,
0.3185505270957947,4,11599,,
0.4764820337295532,4,11649,,
0.015799647197127342,4,11699,,
0.49369582533836365,4,11749,,
0.027693962678313255,4,11799,,
0.10734113305807114,4,11849,,
0.07637050002813339,4,11899,,
0.09264341741800308,4,11949,,
0.5249038934707642,4,11999,,
0.04874085262417793,4,12049,,
0.5329821109771729,4,12099,,
0.4903120994567871,4,12149,,
0.02664981782436371,4,12199,,
0.48063763976097107,4,12249,,
0.4855881929397583,4,12299,,
0.07803316414356232,4,12349,,
0.509168803691864,4,12399,,
0.4639509618282318,4,12449,,
0.021566646173596382,4,12499,,
0.47576722502708435,4,12549,,
0.03334367647767067,4,12599,,
0.5583116412162781,4,12649,,
0.057056207209825516,4,12699,,
0.08778464049100876,4,12749,,
0.013189065270125866,4,12799,,
0.5050045847892761,4,12849,,
0.4884049892425537,4,12899,,
0.09415135532617569,4,12949,,
0.48694923520088196,4,12999,,
0.03346927464008331,4,13049,,
0.057146426290273666,4,13099,,
0.028474822640419006,4,13149,,
0.47750845551490784,4,13199,,
0.5783151984214783,4,13249,,
0.5191157460212708,4,13299,,
0.48158252239227295,4,13349,,
0.5198981165885925,4,13399,,
0.4945729970932007,4,13449,,
0.021578148007392883,4,13499,,
0.08877391368150711,4,13549,,
0.5164794921875,4,13599,,
0.5199058651924133,4,13649,,
0.09800233691930771,4,13699,,
0.5507922768592834,4,13749,,
0.011385977268218994,4,13799,,
0.22719214856624603,4,13849,,
0.11733152717351913,4,13899,,
0.4617558717727661,4,13949,,
0.09292391687631607,4,13999,,
0.0319681279361248,4,14049,,
,4,14059,0.2819361686706543,
,5,14060,,0.2819361686706543
